Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Current Value,Comparison Value
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,Win Rate (Count),Decrease,-100.00%,-13.252638488710254,0.0,13.252638488710254
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,,66.01916137862385
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,Total ARR,Decrease,-49.81%,-1966283.9200000002,1981206.8499999999,3947490.77
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,# of Opps,Decrease,-80.00%,-68.0,17.0,85.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,Total ARR,Decrease,-81.83%,-2716633.22,603339.9,3319973.12
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,# of Opps,Decrease,-88.51%,-77.0,10.0,87.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,Total ARR,Decrease,-68.05%,-4220490.8100000005,1981206.8499999999,6201697.66
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,# of Opps,Decrease,-97.67%,-713.0,17.0,730.0
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,# of Won Opps,Decrease,-100.00%,-323.0,0.0,323.0
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,Won ARR,Decrease,-100.00%,-1977964.8299999998,0.0,1977964.8299999998
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,Avg Sales Price,Decrease,-100.00%,-6123.730123839009,0.0,6123.730123839009
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,Win Rate (Count),Decrease,-100.00%,-45.62146892655367,0.0,45.62146892655367
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,58.78637770897833
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,Total ARR,Decrease,-92.67%,-7624262.399999999,603339.9,8227602.3
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,# of Opps,Decrease,-98.59%,-699.0,10.0,709.0
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,# of Won Opps,Decrease,-100.00%,-94.0,0.0,94.0
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,Won ARR,Decrease,-100.00%,-1161865.7599999998,0.0,1161865.7599999998
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,Avg Sales Price,Decrease,-100.00%,-12360.274042553188,0.0,12360.274042553188
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,Win Rate (Count),Decrease,-100.00%,-13.314447592067987,0.0,13.314447592067987
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,,55.12765957446808
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,Total ARR,Decrease,-65.67%,-3790287.5575,1981206.8499999999,5771494.4075
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,# of Opps,Decrease,-96.51%,-470.25,17.0,487.25
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,# of Won Opps,Decrease,-100.00%,-144.75,0.0,144.75
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,Won ARR,Decrease,-100.00%,-882658.735,0.0,882658.735
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,Avg Sales Price,Decrease,-100.00%,-3047.2119352566274,0.0,3047.2119352566274
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,Win Rate (Count),Decrease,-100.00%,-22.712787726338064,0.0,22.712787726338064
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,59.70764197948917
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,Total ARR,Decrease,-91.85%,-6799153.53,603339.9,7402493.430000001
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,# of Opps,Decrease,-97.92%,-470.0,10.0,480.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,# of Won Opps,Decrease,-100.00%,-47.25,0.0,47.25
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,Won ARR,Decrease,-100.00%,-456705.8424999999,0.0,456705.8424999999
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,Avg Sales Price,Decrease,-100.00%,-4839.956958006718,0.0,4839.956958006718
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,Win Rate (Count),Decrease,-100.00%,-7.388440957846056,0.0,7.388440957846056
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,,60.8006718924972
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,Total ARR,Decrease,-91.99%,-1822470.8499999999,158736.0,1981206.8499999999
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,# of Opps,Decrease,-82.35%,-14.0,3.0,17.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,Total ARR,Decrease,-87.21%,-526165.9,77174.0,603339.9
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,# of Opps,Decrease,-80.00%,-8.0,2.0,10.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,Total ARR,Decrease,-97.41%,-5969021.55,158736.0,6127757.55
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,# of Opps,Decrease,-99.59%,-733.0,3.0,736.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,# of Won Opps,Decrease,-100.00%,-256.0,0.0,256.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,Won ARR,Decrease,-100.00%,-1552670.11,0.0,1552670.11
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,Avg Sales Price,Decrease,-100.00%,-6065.1176171875,0.0,6065.1176171875
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,Win Rate (Count),Decrease,-100.00%,-45.22968197879859,0.0,45.22968197879859
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,60.62890625
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,Total ARR,Decrease,-99.01%,-7744512.15,77174.0,7821686.15
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,# of Opps,Decrease,-99.70%,-655.0,2.0,657.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,# of Won Opps,Decrease,-100.00%,-95.0,0.0,95.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,Won ARR,Decrease,-100.00%,-664957.61,0.0,664957.61
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,Avg Sales Price,Decrease,-100.00%,-6999.553789473684,0.0,6999.553789473684
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,Win Rate (Count),Decrease,-100.00%,-16.23931623931624,0.0,16.23931623931624
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,,66.47368421052632
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Pilot,Total ARR,Decrease,-100.00%,-21000.0,0.0,21000.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Pilot,# of Opps,Decrease,-66.67%,-2.0,1.0,3.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Pilot,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Pilot,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Pilot,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Pilot,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Pilot,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Pilot,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Pilot,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,Total ARR,Decrease,-96.63%,-4557635.705,158736.0,4716371.705
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,# of Opps,Decrease,-99.03%,-306.0,3.0,309.0
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,# of Won Opps,Decrease,-100.00%,-64.0,0.0,64.0
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,Won ARR,Decrease,-100.00%,-388167.5275,0.0,388167.5275
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,Avg Sales Price,Decrease,-100.00%,-1516.279404296875,0.0,1516.279404296875
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,Win Rate (Count),Decrease,-100.00%,-11.307420494699647,0.0,11.307420494699647
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,60.62890625
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: New Business,Total ARR,Decrease,-98.60%,-5419253.83,77174.0,5496427.83
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: New Business,# of Opps,Decrease,-99.34%,-303.25,2.0,305.25
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: New Business,# of Won Opps,Decrease,-100.00%,-23.75,0.0,23.75
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: New Business,Won ARR,Decrease,-100.00%,-166239.4025,0.0,166239.4025
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: New Business,Avg Sales Price,Decrease,-100.00%,-1749.888447368421,0.0,1749.888447368421
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: New Business,Win Rate (Count),Decrease,-100.00%,-4.05982905982906,0.0,4.05982905982906
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,,66.47368421052632
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),By Bookings Type: Expansion,Total ARR,Decrease,-62.60%,-99375.8,59360.2,158736.0
FY2027Q3,vs Prev Q (FY2027Q2),By Bookings Type: Expansion,# of Opps,No Change,0.00%,0.0,3.0,3.0
FY2027Q3,vs Prev Q (FY2027Q2),By Bookings Type: Expansion,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),By Bookings Type: Expansion,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),By Bookings Type: Expansion,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),By Bookings Type: Expansion,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q3,vs Prev Q (FY2027Q2),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Q (FY2027Q2),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),By Bookings Type: Expansion,Total ARR,Decrease,-99.13%,-6749671.45,59360.2,6809031.65
FY2027Q3,vs Prev Year (FY2026Q3),By Bookings Type: Expansion,# of Opps,Decrease,-99.25%,-395.0,3.0,398.0
FY2027Q3,vs Prev Year (FY2026Q3),By Bookings Type: Expansion,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),By Bookings Type: Expansion,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),By Bookings Type: Expansion,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),By Bookings Type: Expansion,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q3,vs Prev Year (FY2026Q3),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Prev Year (FY2026Q3),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,By Bookings Type: Expansion,Total ARR,Decrease,-98.16%,-3164756.1174999997,59360.2,3224116.3175
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,By Bookings Type: Expansion,# of Opps,Decrease,-97.61%,-122.75,3.0,125.75
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,By Bookings Type: Expansion,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,By Bookings Type: Expansion,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,By Bookings Type: Expansion,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,By Bookings Type: Expansion,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),By Bookings Type: Expansion,Total ARR,Decrease,-100.00%,-59360.2,0.0,59360.2
FY2027Q4,vs Prev Q (FY2027Q3),By Bookings Type: Expansion,# of Opps,Decrease,-66.67%,-2.0,1.0,3.0
FY2027Q4,vs Prev Q (FY2027Q3),By Bookings Type: Expansion,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),By Bookings Type: Expansion,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),By Bookings Type: Expansion,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),By Bookings Type: Expansion,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q4,vs Prev Q (FY2027Q3),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Q (FY2027Q3),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: Expansion,Total ARR,Decrease,-100.00%,-3947490.77,0.0,3947490.77
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: Expansion,# of Opps,Decrease,-98.82%,-84.0,1.0,85.0
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: Expansion,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: Expansion,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: Expansion,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: Expansion,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: New Business,Total ARR,Decrease,-99.79%,-3312936.3200000003,7036.8,3319973.12
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: New Business,# of Opps,Decrease,-98.85%,-86.0,1.0,87.0
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: New Business,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: New Business,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: New Business,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: New Business,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Prev Year (FY2026Q4),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,By Bookings Type: Expansion,Total ARR,Decrease,-100.00%,-1536698.455,0.0,1536698.455
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,By Bookings Type: Expansion,# of Opps,Decrease,-96.30%,-26.0,1.0,27.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,By Bookings Type: Expansion,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,By Bookings Type: Expansion,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,By Bookings Type: Expansion,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,By Bookings Type: Expansion,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2027Q4,vs Avg of FY2026Q4-FY2027Q3,By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),By Bookings Type: Expansion,Total ARR,Increase,0.00%,58509.76,58509.76,0.0
FY2028Q1,vs Prev Q (FY2027Q4),By Bookings Type: Expansion,# of Opps,Increase,100.00%,1.0,2.0,1.0
FY2028Q1,vs Prev Q (FY2027Q4),By Bookings Type: Expansion,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),By Bookings Type: Expansion,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),By Bookings Type: Expansion,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),By Bookings Type: Expansion,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,,
FY2028Q1,vs Prev Q (FY2027Q4),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Q (FY2027Q4),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Year (FY2027Q1),By Bookings Type: Expansion,Total ARR,Decrease,-97.05%,-1922697.0899999999,58509.76,1981206.8499999999
FY2028Q1,vs Prev Year (FY2027Q1),By Bookings Type: Expansion,# of Opps,Decrease,-88.24%,-15.0,2.0,17.0
FY2028Q1,vs Prev Year (FY2027Q1),By Bookings Type: Expansion,# of Won Opps,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Year (FY2027Q1),By Bookings Type: Expansion,Won ARR,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Year (FY2027Q1),By Bookings Type: Expansion,Avg Sales Price,No Change,0.00%,0.0,0.0,0.0
FY2028Q1,vs Prev Year (FY2027Q1),By Bookings Type: Expansion,Win Rate (Count),No Change,0.00%,0.0,0.0,0.0
