Quarter,Comparison,Group,Metric,% Change,Abs Change,Type
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: SMB - New Business,Win Rate (Count),-100.00%,-10.71,Drop/Decrease
FY2027Q2,vs Prev Q (FY2027Q1),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,-88.36%,"-1,183,210.86",Drop/Decrease
FY2027Q2,vs Prev Q (FY2027Q1),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,-80.00%,-8.00,Drop/Decrease
FY2027Q2,vs Prev Q (FY2027Q1),By Segment & Bookings Type: Mid Market - New Business,Total ARR,749.11%,"63,674.00",Increase
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,-93.67%,"-2,307,827.38",Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,-99.03%,-204.00,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-100.00%,-74.00,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,-100.00%,"-6,964.70",Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-100.00%,-58.27,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,-99.85%,"-1,866,836.42",Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,-99.52%,-209.00,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-100.00%,-64.00,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,-100.00%,"-7,153.64",Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-100.00%,-44.44,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: Mid Market - New Business,Total ARR,-97.33%,"-2,628,940.92",Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: Mid Market - New Business,# of Opps,-99.52%,-209.00,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,-100.00%,-18.00,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,-100.00%,"-9,831.87",Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),-100.00%,-10.71,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: SMB - New Business,Total ARR,-99.78%,"-2,301,537.10",Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: SMB - New Business,# of Opps,-99.66%,-297.00,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: SMB - New Business,# of Won Opps,-100.00%,-57.00,Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,-100.00%,"-5,285.72",Drop/Decrease
FY2027Q2,vs Prev Year (FY2026Q2),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),-100.00%,-23.46,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: Enterprise - Expansion,Total ARR,-94.63%,"-2,746,657.13",Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: Enterprise - Expansion,# of Opps,-98.15%,-106.00,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,-100.00%,-18.50,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,-100.00%,"-1,741.18",Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),-100.00%,-14.57,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: Mid Market - Expansion,Total ARR,-99.62%,"-733,034.70",Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: Mid Market - Expansion,# of Opps,-98.68%,-75.00,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,-100.00%,-16.00,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,-100.00%,"-1,788.41",Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),-100.00%,-11.11,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: Mid Market - New Business,Total ARR,-93.64%,"-1,062,006.30",Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: Mid Market - New Business,# of Opps,-98.74%,-78.50,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,-100.00%,"-2,457.97",Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: SMB - New Business,Total ARR,-99.56%,"-1,132,306.09",Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: SMB - New Business,# of Opps,-99.08%,-107.50,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: SMB - New Business,# of Won Opps,-100.00%,-14.25,Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: SMB - New Business,Avg Sales Price,-100.00%,"-1,321.43",Drop/Decrease
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Segment & Bookings Type: SMB - New Business,Win Rate (Count),-100.00%,-5.86,Drop/Decrease
FY2027Q3,vs Prev Q (FY2027Q2),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,-63.08%,"-98,355.08",Drop/Decrease
FY2027Q3,vs Prev Year (FY2026Q3),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,-98.80%,"-4,738,967.34",Drop/Decrease
FY2027Q3,vs Prev Year (FY2026Q3),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,-98.82%,-167.00,Drop/Decrease
FY2027Q3,vs Prev Year (FY2026Q3),By Segment & Bookings Type: SMB - Expansion,Total ARR,-99.79%,"-871,230.86",Drop/Decrease
FY2027Q3,vs Prev Year (FY2026Q3),By Segment & Bookings Type: SMB - Expansion,# of Opps,-99.00%,-99.00,Drop/Decrease
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,By Segment & Bookings Type: Enterprise - Expansion,Total ARR,-97.52%,"-2,268,055.36",Drop/Decrease
FY2027Q3,vs Avg of FY2026Q3-FY2027Q2,By Segment & Bookings Type: Enterprise - Expansion,# of Opps,-96.49%,-55.00,Drop/Decrease
FY2027Q4,vs Prev Year (FY2026Q4),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,-100.00%,"-57,079.56",Drop/Decrease
FY2027Q4,vs Prev Year (FY2026Q4),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,-88.89%,-8.00,Drop/Decrease
FY2028Q1,vs Prev Year (FY2027Q1),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,-99.48%,"-1,332,132.14",Drop/Decrease
FY2028Q1,vs Prev Year (FY2027Q1),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,-90.00%,-9.00,Drop/Decrease
