Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Metric Type,Current Value,Comparison Value
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,Total ARR,Increase,7.56%,457315.1224999996,ARR,6508917.14,6051602.0175
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,# of Opps,Drop/Decrease,-49.98%,-352.75,Count,353.0,705.75
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-100.00%,-297.0,Count,0.0,297.0
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,Won ARR,Drop/Decrease,-100.00%,-1795480.9075,ARR,0.0,1795480.9075
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-6065.284308423809,Currency,0.0,6065.284308423809
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-46.6086631910036,Percentage,0.0,46.6086631910036
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,Days,,69.06159104959414
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,Total ARR,Increase,66.99%,4505529.8725000005,ARR,11231461.82,6725931.9475
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,# of Opps,Drop/Decrease,-18.13%,-105.0,Count,474.0,579.0
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-100.00%,-98.0,Count,0.0,98.0
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,Won ARR,Drop/Decrease,-100.00%,-998609.7999999999,ARR,0.0,998609.7999999999
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-100.00%,-10041.20446910063,Currency,0.0,10041.20446910063
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-100.00%,-18.406215858987423,Percentage,0.0,18.406215858987423
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,Days,,66.39990125881701
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,Total ARR,Drop/Decrease,-52.05%,-3388096.3,ARR,3120820.84,6508917.14
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-83.00%,-293.0,Count,60.0,353.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,Total ARR,Drop/Decrease,-87.50%,-9827570.22,ARR,1403891.6,11231461.82
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,# of Opps,Drop/Decrease,-92.41%,-438.0,Count,36.0,474.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q4,vs Prev Q (FY2026Q3),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,Total ARR,Drop/Decrease,-42.03%,-2262595.2199999997,ARR,3120820.84,5383416.06
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-90.78%,-591.0,Count,60.0,651.0
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-100.00%,-286.0,Count,0.0,286.0
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,Won ARR,Drop/Decrease,-100.00%,-1812063.24,ARR,0.0,1812063.24
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-6335.885454545454,Currency,0.0,6335.885454545454
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-45.110410094637224,Percentage,0.0,45.110410094637224
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,Days,,77.46153846153847
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,Total ARR,Drop/Decrease,-75.26%,-4270340.390000001,ARR,1403891.6,5674231.99
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,# of Opps,Drop/Decrease,-92.61%,-451.0,Count,36.0,487.0
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-100.00%,-114.0,Count,0.0,114.0
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,Won ARR,Drop/Decrease,-100.00%,-1355598.69,ARR,0.0,1355598.69
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-100.00%,-11891.216578947367,Currency,0.0,11891.216578947367
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-100.00%,-23.456790123456788,Percentage,0.0,23.456790123456788
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,Days,,76.45614035087719
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q4,vs Prev Year (FY2025Q4),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,Total ARR,Drop/Decrease,-48.72%,-2965560.79,ARR,3120820.84,6086381.63
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,# of Opps,Drop/Decrease,-90.21%,-552.75,Count,60.0,612.75
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-100.00%,-207.75,Count,0.0,207.75
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,Won ARR,Drop/Decrease,-100.00%,-1285131.06,ARR,0.0,1285131.06
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-4635.732914866386,Currency,0.0,4635.732914866386
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-34.05592057496985,Percentage,0.0,34.05592057496985
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,Days,,65.49855463942151
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,Total ARR,Drop/Decrease,-82.80%,-6760538.324999999,ARR,1403891.6,8164429.925
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,# of Opps,Drop/Decrease,-93.70%,-535.25,Count,36.0,571.25
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-100.00%,-73.25,Count,0.0,73.25
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,Won ARR,Drop/Decrease,-100.00%,-778791.025,ARR,0.0,778791.025
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-100.00%,-7820.812802433964,Currency,0.0,7820.812802433964
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-100.00%,-13.485738721810486,Percentage,0.0,13.485738721810486
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,Days,,67.0651882104092
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,Total ARR,Drop/Decrease,-55.21%,-1722889.98,ARR,1397930.8599999999,3120820.84
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-78.33%,-47.0,Count,13.0,60.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,Total ARR,Drop/Decrease,-67.82%,-952100.7000000001,ARR,451790.9,1403891.6
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,# of Opps,Drop/Decrease,-77.78%,-28.0,Count,8.0,36.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q1,vs Prev Q (FY2026Q4),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,Total ARR,Drop/Decrease,-77.46%,-4803766.800000001,ARR,1397930.8599999999,6201697.66
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-98.22%,-717.0,Count,13.0,730.0
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-100.00%,-323.0,Count,0.0,323.0
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,Won ARR,Drop/Decrease,-100.00%,-1977964.83,ARR,0.0,1977964.83
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-6123.730123839009,Currency,0.0,6123.730123839009
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-45.62146892655367,Percentage,0.0,45.62146892655367
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,Days,,58.78637770897833
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,Total ARR,Drop/Decrease,-94.51%,-7775811.399999999,ARR,451790.9,8227602.3
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,# of Opps,Drop/Decrease,-98.87%,-701.0,Count,8.0,709.0
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-100.00%,-94.0,Count,0.0,94.0
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,Won ARR,Drop/Decrease,-100.00%,-1161865.76,ARR,0.0,1161865.76
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-100.00%,-12360.274042553192,Currency,0.0,12360.274042553192
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-100.00%,-13.314447592067987,Percentage,0.0,13.314447592067987
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,Days,,55.12765957446808
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q1,vs Prev Year (FY2026Q1),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,Total ARR,Drop/Decrease,-74.68%,-4122801.9650000003,ARR,1397930.8599999999,5520732.825
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,# of Opps,Drop/Decrease,-97.20%,-452.0,Count,13.0,465.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-100.00%,-136.25,Count,0.0,136.25
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,Won ARR,Drop/Decrease,-100.00%,-832115.25,ARR,0.0,832115.25
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-3051.7615512300226,Currency,0.0,3051.7615512300226
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-22.77831805131055,Percentage,0.0,22.77831805131055
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,Days,,59.51706272836304
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,Total ARR,Drop/Decrease,-93.63%,-6645053.9275,ARR,451790.9,7096844.827500001
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,# of Opps,Drop/Decrease,-98.26%,-450.5,Count,8.0,458.5
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-100.00%,-44.75,Count,0.0,44.75
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,Won ARR,Drop/Decrease,-100.00%,-439891.3525,ARR,0.0,439891.3525
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-100.00%,-4848.008657697121,Currency,0.0,4848.008657697121
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-100.00%,-7.621541190946289,Percentage,0.0,7.621541190946289
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,Days,,62.36971214017522
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,Total ARR,Drop/Decrease,-88.64%,-1239194.8599999999,ARR,158736.0,1397930.8599999999
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-76.92%,-10.0,Count,3.0,13.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,Total ARR,Drop/Decrease,-82.92%,-374616.9,ARR,77174.0,451790.9
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,# of Opps,Drop/Decrease,-75.00%,-6.0,Count,2.0,8.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,# of Won Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,Won ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,Avg Sales Price,No Change,0.00%,0.0,Currency,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,Win Rate (Count),No Change,0.00%,0.0,Percentage,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,Days,,
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q2,vs Prev Q (FY2027Q1),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,Total ARR,Drop/Decrease,-97.46%,-6092759.66,ARR,158736.0,6251495.66
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-99.58%,-714.0,Count,3.0,717.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-100.00%,-222.0,Count,0.0,222.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,Won ARR,Drop/Decrease,-100.00%,-1350496.1700000002,ARR,0.0,1350496.1700000002
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-6083.316081081081,Currency,0.0,6083.316081081081
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-45.49180327868852,Percentage,0.0,45.49180327868852
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,Days,,60.247747747747745
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,Total ARR,Drop/Decrease,-98.97%,-7447249.59,ARR,77174.0,7524423.59
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,# of Opps,Drop/Decrease,-99.67%,-613.0,Count,2.0,615.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-100.00%,-85.0,Count,0.0,85.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,Won ARR,Drop/Decrease,-100.00%,-597699.6499999999,ARR,0.0,597699.6499999999
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,Avg Sales Price,Drop/Decrease,-100.00%,-7031.760588235293,Currency,0.0,7031.760588235293
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-100.00%,-17.17171717171717,Percentage,0.0,17.17171717171717
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,Avg Sales Cycle,No Change,0.00%,0.0,Days,,69.61176470588235
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q2,vs Prev Year (FY2026Q2),By Bookings Type: New Business,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,Total ARR,Drop/Decrease,-96.33%,-4161055.125,ARR,158736.0,4319791.125
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,# of Opps,Drop/Decrease,-98.95%,-282.75,Count,3.0,285.75
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-100.00%,-55.5,Count,0.0,55.5
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,Won ARR,Drop/Decrease,-100.00%,-337624.04250000004,ARR,0.0,337624.04250000004
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-1520.8290202702703,Currency,0.0,1520.8290202702703
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-11.37295081967213,Percentage,0.0,11.37295081967213
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,Avg Sales Cycle,No Change,0.00%,0.0,Days,,60.247747747747745
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,Pipegen ARR,No Change,0.00%,0.0,ARR,0.0,0.0
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: Expansion,# of Pipegen Opps,No Change,0.00%,0.0,Count,0.0,0.0
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: New Business,Total ARR,Drop/Decrease,-98.50%,-5075717.9775,ARR,77174.0,5152891.9775
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: New Business,# of Opps,Drop/Decrease,-99.29%,-281.25,Count,2.0,283.25
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-100.00%,-21.25,Count,0.0,21.25
FY2027Q2,vs Avg of FY2026Q2-FY2027Q1,By Bookings Type: New Business,Won ARR,Drop/Decrease,-100.00%,-149424.91249999998,ARR,0.0,149424.91249999998
