Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Metric Type
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - New Business,Total ARR,Increase,154.96%,4485167.305,ARR
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - New Business,Won ARR,Drop/Decrease,-100.00%,-321735.38,ARR
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - New Business,# of Opps,Increase,68.42%,97.5,Count
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,Drop/Decrease,-100.00%,-13.5,Count
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-10.651170508363988,Percentage
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-23119.6968125,Currency
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Drop/Decrease,-41.03%,-673286.2124999999,ARR
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - Expansion,Won ARR,Drop/Decrease,-100.00%,-520662.83,ARR
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - Expansion,# of Opps,Drop/Decrease,-58.24%,-115.75,Count
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-83.75,Count
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-46.5854881866251,Percentage
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-6234.670472318672,Currency
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - New Business,Won ARR,Drop/Decrease,-100.00%,-261416.47500000003,ARR
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - New Business,# of Opps,Drop/Decrease,-31.45%,-47.25,Count
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-100.00%,-20.25,Count
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-15.92670401493931,Percentage
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-13153.358592982455,Currency
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - Expansion,Total ARR,Drop/Decrease,-38.48%,-548475.9125,ARR
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - Expansion,Won ARR,Drop/Decrease,-100.00%,-424921.74750000006,ARR
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - Expansion,# of Opps,Drop/Decrease,-63.14%,-173.0,Count
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-110.0,Count
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-43.5460128392496,Percentage
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-3898.342164365659,Currency
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - New Business,Won ARR,Drop/Decrease,-100.00%,-415457.945,ARR
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - New Business,# of Opps,Drop/Decrease,-55.09%,-157.0,Count
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - New Business,# of Won Opps,Drop/Decrease,-100.00%,-64.25,Count
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-23.917149819665543,Percentage
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: SMB - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-6414.976674103325,Currency
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-50.0,Percentage
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,Drop/Decrease,-34.16%,-1593214.2600000002,ARR
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,Drop/Decrease,-71.26%,-119.0,Count
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: Enterprise - New Business,Total ARR,Drop/Decrease,-84.17%,-6211092.67,ARR
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: Enterprise - New Business,# of Opps,Drop/Decrease,-90.00%,-216.0,Count
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Drop/Decrease,-94.10%,-910788.6799999999,ARR
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,Drop/Decrease,-89.16%,-74.0,Count
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: Mid Market - New Business,Total ARR,Drop/Decrease,-97.13%,-1725106.29,ARR
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: Mid Market - New Business,# of Opps,Drop/Decrease,-96.12%,-99.0,Count
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: SMB - Expansion,Total ARR,Drop/Decrease,-100.73%,-883402.86,ARR
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: SMB - Expansion,# of Opps,Drop/Decrease,-97.03%,-98.0,Count
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: SMB - New Business,Total ARR,Drop/Decrease,-91.01%,-1868371.26,ARR
FY2026Q4,vs Prev Q (FY2026Q3),By Segment & Bookings Type: SMB - New Business,# of Opps,Drop/Decrease,-93.75%,-120.0,Count
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - Expansion,Won ARR,Drop/Decrease,-100.00%,-1119080.84,ARR
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,Drop/Decrease,-79.22%,-183.0,Count
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-112.0,Count
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-49.557522123893804,Percentage
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-9991.793214285715,Currency
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - New Business,Total ARR,Drop/Decrease,-57.46%,-1578268.4499999997,ARR
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - New Business,Won ARR,Drop/Decrease,-100.00%,-559033.85,ARR
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - New Business,# of Opps,Drop/Decrease,-79.83%,-95.0,Count
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,Drop/Decrease,-100.00%,-16.0,Count
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-13.445378151260504,Percentage
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-34939.615625,Currency
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Drop/Decrease,-95.31%,-1159184.16,ARR
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - Expansion,Won ARR,Drop/Decrease,-100.00%,-370090.27999999997,ARR
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,Drop/Decrease,-94.97%,-170.0,Count
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-81.0,Count
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-46.82080924855491,Percentage
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-4569.015802469135,Currency
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - New Business,Total ARR,Drop/Decrease,-96.00%,-1223361.94,ARR
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - New Business,Won ARR,Drop/Decrease,-100.00%,-245705.81999999998,ARR
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - New Business,# of Opps,Drop/Decrease,-96.08%,-98.0,Count
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-100.00%,-19.0,Count
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-18.627450980392158,Percentage
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-12931.885263157894,Currency
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - Expansion,Total ARR,Drop/Decrease,-100.64%,-998347.53,ARR
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - Expansion,Won ARR,Drop/Decrease,-100.00%,-322892.12000000005,ARR
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - Expansion,# of Opps,Drop/Decrease,-98.74%,-236.0,Count
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-93.0,Count
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-39.743589743589745,Percentage
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-3471.958279569893,Currency
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - New Business,Total ARR,Drop/Decrease,-88.82%,-1465710.0,ARR
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - New Business,Won ARR,Drop/Decrease,-100.00%,-550859.0199999999,ARR
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - New Business,# of Opps,Drop/Decrease,-96.98%,-257.0,Count
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - New Business,# of Won Opps,Drop/Decrease,-100.00%,-79.0,Count
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-29.81132075471698,Percentage
FY2026Q4,vs Prev Year (FY2025Q4),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-6972.898987341771,Currency
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - Expansion,Won ARR,Drop/Decrease,-100.00%,-610363.015,ARR
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - Expansion,# of Opps,Drop/Decrease,-76.61%,-157.25,Count
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-69.5,Count
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-38.342448278693105,Percentage
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-6432.013150809971,Currency
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - New Business,Total ARR,Drop/Decrease,-71.27%,-2897930.3899999997,ARR
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - New Business,Won ARR,Drop/Decrease,-100.00%,-260409.72749999998,ARR
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - New Business,# of Opps,Drop/Decrease,-85.59%,-142.5,Count
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,Drop/Decrease,-100.00%,-9.5,Count
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-7.873392730586211,Percentage
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-19286.84353125,Currency
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Drop/Decrease,-96.17%,-1434405.5975,ARR
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - Expansion,Won ARR,Drop/Decrease,-100.00%,-370195.1025,ARR
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - Expansion,# of Opps,Drop/Decrease,-94.78%,-163.5,Count
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-61.25,Count
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-34.553402625127774,Percentage
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-4562.806833429784,Currency
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - New Business,Total ARR,Drop/Decrease,-97.47%,-1968071.805,ARR
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - New Business,Won ARR,Drop/Decrease,-100.00%,-203247.19,ARR
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - New Business,# of Opps,Drop/Decrease,-97.32%,-145.25,Count
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-100.00%,-14.0,Count
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-9.974323062558357,Percentage
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-10826.587192982457,Currency
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - Expansion,Total ARR,Drop/Decrease,-100.47%,-1354226.665,ARR
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - Expansion,Won ARR,Drop/Decrease,-100.00%,-303940.99250000005,ARR
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - Expansion,# of Opps,Drop/Decrease,-98.71%,-229.75,Count
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-76.5,Count
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-30.710763797104004,Percentage
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-2995.5007091417783,Currency
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - New Business,Total ARR,Drop/Decrease,-91.09%,-1884877.9249999998,ARR
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - New Business,Won ARR,Drop/Decrease,-100.00%,-315134.1075,ARR
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - New Business,# of Opps,Drop/Decrease,-96.85%,-246.0,Count
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - New Business,# of Won Opps,Drop/Decrease,-100.00%,-49.75,Count
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-18.163181565697286,Percentage
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment & Bookings Type: SMB - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-4685.255337896429,Currency
FY2027Q1,vs Prev Q (FY2026Q4),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,Drop/Decrease,-56.06%,-1720987.14,ARR
FY2027Q1,vs Prev Q (FY2026Q4),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,Drop/Decrease,-77.08%,-37.0,Count
FY2027Q1,vs Prev Q (FY2026Q4),By Segment & Bookings Type: Enterprise - New Business,Total ARR,Drop/Decrease,-63.12%,-737536.7000000001,ARR
FY2027Q1,vs Prev Q (FY2026Q4),By Segment & Bookings Type: Enterprise - New Business,# of Opps,Drop/Decrease,-75.00%,-18.0,Count
FY2027Q1,vs Prev Q (FY2026Q4),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,Drop/Decrease,-77.78%,-7.0,Count
FY2027Q1,vs Prev Q (FY2026Q4),By Segment & Bookings Type: SMB - New Business,Total ARR,Drop/Decrease,-93.28%,-172064.0,ARR
FY2027Q1,vs Prev Q (FY2026Q4),By Segment & Bookings Type: SMB - New Business,# of Opps,Drop/Decrease,-87.50%,-7.0,Count
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,Drop/Decrease,-49.71%,-1333523.82,ARR
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - Expansion,Won ARR,Drop/Decrease,-100.00%,-806983.2400000001,ARR
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,Drop/Decrease,-94.93%,-206.0,Count
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-92.0,Count
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-45.54455445544555,Percentage
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-8771.556956521741,Currency
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,Total ARR,Drop/Decrease,-88.12%,-3195393.99,ARR
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,Won ARR,Drop/Decrease,-100.00%,-363164.85,ARR
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,# of Opps,Drop/Decrease,-97.01%,-195.0,Count
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,Drop/Decrease,-100.00%,-12.0,Count
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-6.0,Percentage
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-30263.7375,Currency
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Drop/Decrease,-97.45%,-1863358.81,ARR
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - Expansion,Won ARR,Drop/Decrease,-100.00%,-652857.2000000001,ARR
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,Drop/Decrease,-99.08%,-216.0,Count
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,Drop/Decrease,-100.00%,-100.0,Count
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-46.948356807511736,Percentage
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-6528.572000000001,Currency
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - New Business,Total ARR,Drop/Decrease,-99.63%,-2316204.07,ARR
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - New Business,Won ARR,Drop/Decrease,-100.00%,-390309.34,ARR
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - New Business,# of Opps,Drop/Decrease,-99.45%,-181.0,Count
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-100.00%,-19.0,Count
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-10.555555555555555,Percentage
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-20542.596842105264,Currency
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: SMB - New Business,Total ARR,Drop/Decrease,-99.45%,-2255417.34,ARR
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: SMB - New Business,Won ARR,Drop/Decrease,-100.00%,-408391.57000000007,ARR
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: SMB - New Business,# of Opps,Drop/Decrease,-99.69%,-324.0,Count
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: SMB - New Business,# of Won Opps,Drop/Decrease,-100.00%,-63.0,Count
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-19.384615384615383,Percentage
FY2027Q1,vs Prev Year (FY2026Q1),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-6482.405873015874,Currency
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Enterprise - Expansion,Total ARR,Drop/Decrease,-58.10%,-1870832.22,ARR
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Enterprise - Expansion,Won ARR,Drop/Decrease,-100.00%,-330592.80500000005,ARR
FY2027Q1,vs Avg of FY2026Q1-FY2026Q4,By Segment & Bookings Type: Enterprise - Expansion,# of Opps,Drop/Decrease,-93.10%,-148.5,Count
